Locality,Locality_type,Sternberg_Map_No,Latitude,Longitude,UTM_East,UTM_North,Elevation_MASL,Locality_no,Formation,Elevation_TMP_DEM,Reference_Oldman_contact,Contact_elev_TMP_DEM,Height_Oldman_DPF,Height_PT,Height_LCZ,Strat_unit,Within_DPP,Within_DPP_vicinity,Within_map,Within_bonebed,Identification,Discovered_by,Date_discovered,Staked,Date_staked,Last_date_checked,References
Q290,Q,,50.7753007068559,-111.503915913788,464470,5624959,,,DPF,654.671752929688,Contact 054,654.833251953125,0,,,DPF2,Y,Y,Y,,Corythosaurus partial skull,D. Tanke,2007,N,,,
Q291,Q,,50.7374784149,-111.4014612886,471671,5620714,,,DPF,676.409973144531,Contact 205,672.652,3.75797314453098,,,DPF2,Y,Y,Y,,Hadrosaurine skull,C. Coy,2014-05-27,N,,,
Q292,Q,,50.7415594593061,-111.493335174217,465191,5621202,695.296,,DPF,692.074035644531,Contact 201,670.5576,21.516435644531,,,,Y,Y,Y,BB025,Ornithomimid sacrum,J. Liu; G. Funston,2015,N,,,
Q293,Q,,50.8169036034081,-111.582708553805,458951,5629626,,,,667.771789550781,Contact 017,648.4369,19.334889550781,,,,,Y,,,Basilemys skeleton – incomplete,,2016,N,,,
Q294,Q,,50.7333378818468,-111.555753713046,460780,5620319,,,DPF,695.48974609375,Contact 190,668.9937,26.49604609375,,,,Y,Y,Y,,Ornithomimid incomplete skeleton – South Sandhill ornithomimid,,2016,N,,,
Q295,Q,,50.7393292231158,-111.491200109827,465340,5620953,,,,698.059204101562,Contact 201,670.5576,27.5016041015621,,,,,Y,,,Lambeosaurus lambei skull in situ,,2017,N,,,
Q296,Q,,50.7640853096784,-111.391820017171,472367,5623664,682,,DPF,673.019165039062,Contact 160,660.351806640625,12.667358398437,,,DPF2,Y,Y,Y,,Corythosaurus skull,A. van der Reest,2018-06-17,N,,,
Q297,Q,,50.7633687300784,-111.426879335651,469894,5623598,,,DPF,670.051391601562,Contact 127,660.0668,9.9845916015621,,,,Y,Y,Y,BB017,Ankylosaurid tail handle segment,M. Rhodes; A. McIntosh; C. Sinclair; R. Sissons; A. Dyer,2019-06-21,N,,,
Q298,Q,,50.7625755716648,-111.426884553969,469893.123,5623509.804,664,U167,DPF,664.825439453125,Contact 127,660.0668,4.75863945312506,,,DPF2,Y,Y,Y,BB132,Hadrosaurid skull roof in ironstone,B. Spencer,2000-10-18,N,,,
Q299,Q,,50.772007,-111.456195,467832,5624571,654,,DPF,653.640380859375,BB078 (Eberth 1990),654.18,1,,,DPF1,Y,Y,Y,BB076,Axestemys allani complete skeleton,H. Larsson,2021-08-23,N,,,
Q300,Q,,50.750878,-111.38813,472620,5622194,743,,DPF,741.98095703125,Contact 162,662.910339355469,79.070617675781,,,LCZ,Y,Y,Y,,Ceratopsid incomplete skull in ironstone,H. Larsson; A. van der Reest,2018-06-17,N,,,
Q301,Q,,,,465759,5621896,689,U190,DPF,687.058715820312,Contact 223,663.111,23.9477158203121,,,,,Y,,,Disarticulated hadrosaur skull; same description and location as U190,D. Tanke,1990s,N,,,
Q302,Q,,50.816054615523,-111.572548366112,459666,5629526,677,,DPF,678.740783691406,Contact 017,648.4369,30.303883691406,,,,,Y,,BB055,Nodosaurid cf. Panoplosaurus mirus skull,L.-P. Bateman; A. Mueller,2023-08-23,N,,,
Q303,Q,,,,465171,5622330,670,,DPF,,,665,5,,,DPF1,,,,,cf. Brachylophosaurus canadensis partial skull and skeleton,P. J. Currie; C. Sullivan,2024-06-11,N,,,
Q304,Q,,50.7648887526,-111.4243549964,470073,5623766,687.1,U272,DPF,689.88525390625,Contact 127,660.0668,29.8184539062501,,,DPF4,Y,Y,Y,,Lambeosaurus lambei skull and skeleton,G. Funston,2018-05-28,N,,,
Q305,Q,,50.7620565851,-111.3798361231,473211,5623434,700.02,U172,DPF,699.797607421875,Contact 033,655.827026367188,43.970581054687,,,DPF4,Y,Y,Y,,cf. Styracosaurus albertensis juvenile or subadult disarticulated skeleton,Wendy Sloboda,2001-07-30,N,,2001-10-21,
U006,U,,50.7509468741,-111.4828872388,465933.9,5622242.2,667.794,U006,DPF,665.9609375,Contact 223,663.111,2.84993750000001,,,DPF1,Y,Y,Y,,Hadrosauridae,P. Dodson,1980-06-01,N,,2001-10-18,
U008,U,,50.7502738975,-111.4846947574,465807,5622167,667.8,U008,DPF,667.891784667969,Contact 223,663.111,4.78078466796899,,,DPF1,Y,Y,Y,,Hadrosauridae,,1980-08-18,N,,2001-10-18,
U011,U,,50.8021985692,-111.588414935,458536,5627994,657.66,U011,DPF,657.598327636719,Contact 007,645.906616210938,11.691711425781,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,1980-08-29,N,,2001-10-23,
U012,U,,50.7469178846,-111.4893943271,465473,5621796,691.3,U012,DPF,691.198059082031,Contact 223,663.111,28.087059082031,,,DPF3,Y,Y,Y,,Hadrosauridae,P. J. Currie,,N,,2001-10-18,
U015,U,,50.814748128,-111.5803395763,459116,5629385,682,U015,DPF,681.932678222656,Contact 017,648.4369,33.495778222656,,,DPF4,Y,Y,Y,,?Nodosauridae,D. A. Russell,1980-08-01,N,,2003-05-21,
U020,U,,50.7405590226,-111.5043649642,464412,5621096,680.1,U020,DPF,679.938842773438,Contact 225,671.8,8.138842773438,,,DPF2,Y,Y,Y,BB046,Hadrosauridae,L. J. Strong,1981-06-08,N,,2002-05-18,
U022,U,,50.795724425,-111.5792809787,459174,5627269,650.38,U022,DPF,650.364929199219,Contact 014,647.69970703125,2.66522216796898,,,DPF1,Y,Y,Y,,Hadrosauridae,L. Krause,1981-08-07,N,,2001-10-23,
U023,U,,50.7953915669,-111.579305242,459171,5627231,650.63,U023,DPF,650.288757324219,Contact 014,647.69970703125,2.58905029296898,,,DPF1,Y,Y,Y,,Ceratopsidae,L. Krause,1981-08-07,N,,2001-10-23,
U026,U,,50.7357509506,-111.5098399964,464022,5620564,692.29,U026,DPF,692.239990234375,Contact 202,671.2587,20.981290234375,,,DPF3,N,Y,Y,,Hadrosauridae,L. Krause,1981-06-12,N,,2002-05-17,
U029,U,,50.7979739225,-111.5790249923,459194,5627519,665.6,U029,DPF,665.44921875,Contact 001,640.4181,25.03111875,,,DPF3,Y,Y,Y,,Hadrosauridae,P. J. Currie,1981-08-24,N,,1998-07-26,
U030,U,,50.797829904,-111.5790515921,459192,5627503,667.6,U030,DPF,666.754943847656,Contact 001,640.4181,26.336843847656,,,DPF3,Y,Y,Y,,Ornithomimidae,L. J. Strong,1981-08-24,N,,1998-07-26,
U031,U,,50.7596625339,-111.5100005232,464029,5623223,655.8,U031,DPF,655.342529296875,Contact 053,655.062683105469,0.279846191406023,,,DPF1,Y,Y,Y,,Hadrosauridae,S. Clarke,1981-08-16,N,,2002-05-15,
U032,U,,50.7501393699,-111.5160491225,463595,5622167,661.78,U032,DPF,661.726135253906,Contact 224,660.6846,1.04153525390598,,,DPF1,Y,Y,Y,BB066,Ornithomimidae,L. J. Strong,1981-08-30,N,,2005-06-30,
U034,U,,50.7936078532,-111.6218344677,456173,5627058,670.82,U034,DPF,NA,Contact 003,642.0718,28.7482,,,DPF3,N,Y,N,,Hadrosauridae,L. J. Strong,1981-08-28,N,,2003-05-22,
U036,U,,50.7074994457,-111.510864799,463928,5617423,707.925,U036,DPF,NA,Contact 191,669.349,38.5759999999999,,,DPF4,N,Y,?,,Hadrosauridae,G. MacCrimmon,1982-06-10,N,,2003-05-25,
U037,BB,,50.7512233661051,-111.408156314386,471207,5622240,702,U037 original,,693.019958496094,Contact 087,654.286865234375,38.733093261719,,,DPF5,Y,Y,Y,BB071,Ankylosauria,J. Walper,,,,,
U038,U,,50.7406154207,-111.493282738,465194,5621095,708.585,U038,DPF,708.486511230469,Contact 201,670.5576,37.928911230469,,,DPF4,Y,Y,Y,,Hadrosauridae,L. J. Strong,1982-06-26,N,,,
U039,U,,50.738524043,-111.4944653696,465109,5620865,696.383,U039,DPF,695.733276367188,Contact 201,670.5576,25.175676367188,,,DPF3,Y,Y,Y,,Hadrosauridae,J. McCabe,1982-06-26,N,,2002-05-14,
U040,BB,,50.797167495,-111.5766169926,459363,5627428,688.2,U040,DPF,688.001647949219,Contact 014,647.69970703125,40.301940917969,,,DPF4,Y,Y,Y,,Hadrosauridae,John Shultis,1982-07-01,,,1998-07-26,
U044,,,50.7719466621,-111.4557465843,467864,5624564,653.3,U044,DPF,653.112182617188,BB078 (Eberth 1990),654.18,-1.067817382812,,,DPF1,Y,Y,Y,,Hadrosauridae,G. L. P. Danis; John Shultis,1982-07-17,,,2001-10-23,
U046,,,50.7711932859,-111.4529171176,468063,5624479,652.89,U046,DPF,652.9990234375,BB078 (Eberth 1990),654.18,-1.18097656249995,,,DPF1,Y,Y,Y,,Ceratopsidae,P. Harrop,1982-07-22,,,2001-10-23,
U048,,,50.7354696737,-111.5594208601,460523.264,5620559.25,694.589,U048,DPF,694.403015136719,Contact 139,660.815246582031,33.587768554688,,,DPF3,Y,Y,Y,,Tyrannosauridae,P. J. Currie,1982-07-23,,,2001-07-10,
U049,,,50.7354158547,-111.5593918773,460525,5620552,694.691,U049,DPF,693.765808105469,Contact 139,660.815246582031,32.950561523438,,,DPF3,Y,Y,Y,,Hadrosauridae,P. Harrop,1982-08-02,,,2001-07-10,
U050,,,50.7338076357,-111.5646724489,460151,5620376,685.27,U050,DPF,684.841796875,Contact 139,660.815246582031,24.026550292969,,,DPF2,Y,Y,Y,,Hadrosauridae,B. Buoy,1982-08-05,,,2001-07-10,
U055,,,50.7371401565,-111.4834963313,465882,5620706,714.4,U055,DPF,714.112243652344,Contact 201,670.5576,43.554643652344,,,DPF5,Y,Y,Y,BB085,Hadrosauridae,J. McCabe,1982-08-08,,,2000-10-13,
U059,,,50.7726149382,-111.4527181154,468078,5624637,680.29,U059,DPF,679.978210449219,BB078 (Eberth 1990),654.18,25.798210449219,,,DPF3,Y,Y,Y,,Hadrosauridae,J. McCabe; Darren Tanke,1982-09-14,,,2001-10-23,
U063,,,50.7420245273,-111.5002705816,464702,5621257,676.6,U063,DPF,676.631164550781,Contact 199,671.248474121094,5.38269042968705,,,DPF1,Y,Y,Y,,Hadrosauridae,Darren Tanke,1987-06-01,,,1999-08-01,
U066,,,50.7282795217,-111.565994528,460053,5619762,702.96,U066,DPF,703.336730957031,Contact 190,668.9937,34.343030957031,,,DPF4,Y,Y,Y,,Hadrosauridae,Linda J. Strong,1987-06-14,,,2001-10-20,
U070,,,50.7669131606,-111.3656384086,474215,5623969,708.2,U070,DPF,708.424621582031,Contact 103,658.635681152344,49.788940429687,,,DPF5,N,Y,Y,,Hadrosauridae,Darren Tanke,1987-06-15,,,2003-05-19,
U071,,,50.7644211275,-111.3716452996,473790,5623694,710.3,U071,DPF,711.413452148438,Contact 033,655.827026367188,55.58642578125,,,DPF5,Y,Y,Y,,Hadrosauridae,Chris Makinson,1987-07-07,,,2003-05-19,
U073,,,50.7687778868,-111.3759482624,473489,5624180,677.04,U073,DPF,676.359802246094,Contact 103,658.635681152344,17.72412109375,,,DPF2,Y,Y,Y,,Crocodile,J. McCabe,1987-07-01,,,1999-08-07,
U077,,,50.7665820298,-111.376441152,473453,5623936,707.9,U077,DPF,707.195434570312,Contact 033,655.827026367188,52,,,LCZ,Y,Y,Y,,Lambeosaurinae,Zackery Johnson and others (see sheets). Many people but originally uncovered in 1916. Probably CH Sternberg party in that area that year.,,,,2003-05-16,
U078,,,50.7411364924,-111.4912757068,465336,5621154,691.8,U078,DPF,691.557495117188,Contact 201,670.5576,20.999895117188,,,DPF3,Y,Y,Y,,Hadrosauridae,Vaclav Marsovski,1990-06-15,,,2000-10-01,
U079,,,50.7408372285,-111.4918678199,465294,5621121,694.6,U079,DPF,693.354064941406,Contact 201,670.5576,22.796464941406,,,DPF3,Y,Y,Y,,Hadrosauridae,Vaclav Marsovski,1990-06-14,,,2000-10-11,
U080,,,50.7287521147,-111.5574989015,460653,5619810,687.431,U080,DPF,686.608520507812,Contact 190,668.9937,17.6148205078121,,,DPF2,Y,Y,Y,,Hadrosauridae,Doug Demetrick,,,,1998-08-12,
U081,,,50.7442211237,-111.510116231,464009,5621506,685.859,U081,DPF,686.035766601562,Contact 182,667.899047851562,18.13671875,,,DPF2,Y,Y,Y,,Hadrosauridae,J. McCabe,1990-06-25,,,2005-06-30,
U082 ,,,50.7435598895,-111.5112003915,463932,5621433,672.956,U082,DPF,672.518310546875,Contact 182,667.899047851562,4.61926269531296,,,DPF2,Y,Y,Y,,Hadrosauridae,JRM,1990-07-16,,,2005-06-30,
U083,,,50.7318888001,-111.5578903778,460628,5620159,683.233,U083,DPF,682.738037109375,Contact 190,668.9937,13.744337109375,,,DPF2,Y,Y,Y,,Ornithomimidae,Martha Dunsmore,1990-08-01,,,2002-05-18,
U084,,,50.7404192945,-111.4907438256,465373,5621074,704.29,U084,DPF,703.485412597656,Contact 201,670.5576,32.927812597656,,,DPF4,Y,Y,Y,,Hadrosauridae,P. J. Currie; GL,1990-10-03,,,2002-05-18,
U088,,,50.7365017975,-111.5108826445,463949,5620648,693.227,U088,DPF,693.015502929688,Contact 202,671.2587,21.756802929688,,,DPF4,Y,Y,Y,,Hadrosauridae,?,1992-07-21,,,2003-09-25,
U090,,,50.7413326228,-111.5266951874,462837,5621193,671.83,U090,DPF,671.318237304688,Contact 231,667.943420410156,3.37481689453193,,,DPF1,Y,Y,Y,,Hadrosauridae,David Trexler,1992-07-24,,,2001-10-22,
U094,U,,50.7530833262,-111.406031891,471358,5622446,673.595,U094,DPF,692.592895507812,Contact 087,654.286865234375,38.306030273437,,,DPF2,Y,Y,Y,BB204,Basilemys,P. J. Currie,1992-08-22,N,,2022-08-19,
U097,,,50.7409145031,-111.4948590285,465083,5621131,704.17,U097,DPF,704.060974121094,Contact 201,670.5576,33.503374121094,,,DPF4,Y,Y,Y,,Hadrosauridae,David Trexler,1992-08-28,,,2002-05-14,
U098 ,,,50.8253573817,-111.3230889564,477244,5630454,678.474,U098,DPF,NA,NA,NA,NA,,,,N,Y,N,,Hadrosauridae,Wendy Sloboda,1993-07-03,,,2003-09-26,
U099,,,50.8262221665,-111.3225553913,477282,5630550,692.855,U099,DPF,NA,NA,NA,NA,,,,N,Y,N,,Hadrosauridae,Wendy Sloboda,1993-07-01,,,2003-09-26,
U102,,,50.7364425878,-111.5222189346,463149,5620647,675.03,U102,DPF,674.9736328125,Contact 195,669.764,5.20963281249999,,,DPF1,Y,Y,Y,,Tyrannosauridae,P. J. Currie,1993-08-22,,,2001-10-22,
U108,,,50.7500800081,-111.5638333911,460224,5622185,,U108,DPF,672.673583984375,Contact 161,663.475341796875,9.1982421875,,,DPF2,N,Y,?,,Ornithomimidae,Joe Vipond,1996-07-01,,,1999-08-24,
U110,,,50.7409464402,-111.4958089238,465016,5621135,697.864,U110,DPF,697.477844238281,Contact 201,670.5576,26.920244238281,,,DPF3,Y,Y,Y,,Euoplocephalus tutus,Darren Tanke,1996-09-03,,,2000-07-23,
U115,,,50.8187813373,-111.5848613382,458801,5629836,663.55,U115,DPF,663.802001953125,Contact 017,648.4369,15.365101953125,,,DPF2,Y,Y,Y,,Hadrosauridae,Gail Rigoza,1998-06,,,2001-10-17,
U117,,,50.8225561887,-111.5924188428,458272,5630260,656.1,U117,DPF,656.3076171875,Contact 017,648.4369,7.87071718749996,,,DPF1,Y,Y,Y,,Hadrosauridae,Al Rasmussen,1998-07-01,,,2001-07-30,
U118,,,50.8175805174,-111.5858116496,458733,5629703,672.678,U118,DPF,671.997497558594,Contact 017,648.4369,23.5605975585939,,,DPF3,Y,Y,Y,,Hadrosauridae,Don Brinkman,1998-06,,,2001-10-15,
U119,,,50.820027256,-111.580277241,459125,5629972,664.821,U119,DPF,665.285034179688,Contact 017,648.4369,16.8481341796879,,,DPF2,Y,Y,Y,,Hadrosauridae,Don Brinkman,,,,2000-07-25,
U121,,,50.8235547841,-111.579809853,459161,5630364,676.971,U121,DPF,677.475463867188,Contact 017,648.4369,29.0385638671879,,,DPF3,Y,Y,Y,,Paratarpon apogerontus,Mark Mitchell,1998-07-04,,,2000-07-25,
U122,,,50.7717542516,-111.5368931246,462142,5624581,658.881,U122,DPF,658.49951171875,Contact 048,654.675720214844,3.82379150390602,,,DPF1,Y,Y,Y,,Hadrosauridae,Eva Koppelhus,1998-07-08,,,2001-10-17,
U123,,,50.7731351235,-111.5397170205,461944,5624736,667.17,U123,DPF,667.177124023438,Contact 079,656.985717773438,10.19140625,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,1998-07-08,,,2001-10-17,
U125,,,50.8221129462,-111.5999661034,457740,5630215,665.173,U125,DPF,665.700134277344,Contact 017,648.4369,17.2632342773439,,,DPF2,Y,Y,Y,,Nodosauridae,Darren Tanke,1998-07-14,,,1998-07-14,
U127,,,50.8141377439,-111.5908644793,458374,5629323,669.894,U127,DPF,669.755187988281,Contact 017,648.4369,21.318287988281,,,DPF3,Y,Y,Y,,Hadrosauridae hind leg,Darren Tanke,1998-07-15,,,2000-07-25,
U128,,,50.7366354438,-111.5111675229,463929,5620663,693.82,U128,DPF,693.280883789062,Contact 202,671.2587,22.0221837890621,,,DPF4,Y,Y,Y,,Ankylosauridae,Darren Tanke,1998-07-19,,,2001-10-23,
U129,,,50.7369167358,-111.512644401,463825,5620695,686.77,U129,DPF,686.545471191406,Contact 202,671.2587,15.286771191406,,,DPF3,Y,Y,Y,,Hadrosauridae,Darren Tanke,Summer 1997,,,2001-10-23,
U130,,,50.7352759554,-111.5094663985,464048,5620511,695.16,U130,DPF,695.189208984375,Contact 202,671.2587,23.930508984375,,,DPF4,N,Y,Y,,,Darren Tanke,1998-07-19,,,2001-10-23,
U131,,,50.7361951347,-111.5069680876,464225,5620612,690.06,U131,DPF,689.690551757812,Contact 202,671.2587,18.4318517578121,,,DPF3,Y,Y,Y,,Hadrosauridae,Darren Tanke,1998-07-21,,,1998-07-21,
U133,,,50.770914129,-111.515809672,463628,5624477,683.02,U133,DPF,683.325256347656,Contact 046,654.334,28.9912563476561,,,DPF3,Y,Y,Y,,Hadrosauridae,P. J. Currie,1998-07-29,,,2001-10-17,
U134,,,50.7700248239,-111.5176151001,463500,5624379,668.24,U134,DPF,667.967895507812,Contact 046,654.334,13.6338955078121,,,DPF2,Y,Y,Y,,Tyrannosauridae,Eric Felber,1998-07-27,,,2001-10-17,
U135,Q,,50.8185571726,-111.5883081759,458558,5629813,667.334,U135,DPF,666.942810058594,Contact 017,648.4369,18.5059100585939,,,DPF2,Y,Y,Y,,Leidyosuchus,Pat Druckenmiller,1997-08-11,,,2003-05-21,
U136,,,50.752608729,-111.4701317326,466836,5622420,664.04,U136,DPF,663.457397460938,Contact 221,665.392761230469,1.4,,,DPF1,Y,Y,Y,,Hadrosauridae,P. J. Currie,1998-08-01,,,2005-06-26,
U137,,,50.7497775571,-111.4674951432,467020,5622104,691.367,U137,DPF,691.349914550781,Contact 222,665.3928,25.9571145507811,,,DPF3,Y,Y,Y,,Hadrosauridae,P. J. Currie & E. Koppelhus,1998-08-02,,,2003-05-20,
U138,,,50.7540277245,-111.4570327263,467761,5622572,676.061,U138,DPF,675.459899902344,Contact 071,654.839294433594,20.62060546875,,,DPF2,Y,Y,Y,,Ceratopsidae,Brad Coultis,1998-08-03,,,2000-10-12,
U139,,,50.7530277682,-111.44586636,468548,5622456,672.489,U139,DPF,671.695007324219,Contact 132,660.300903320312,11.3941040039069,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,1998-08-03,,,2001-10-21,
U140,,,50.74630987,-111.5698121293,459799,5621769,674.98,U140,DPF,675.242858886719,Contact 099,658.619323730469,16.62353515625,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,1998-08-11,,,1998-08-11,
U143,,,50.7730798467,-111.5262290711,462895,5624723,683.26,U143,DPF,683.340026855469,Contact 075,656.6,26.740026855469,,,DPF3,Y,Y,Y,,Hadrosauridae,P. J. Currie,1998-07-27,,,2001-10-17,
U144,,,50.7384962806,-111.500969924,464650,5620865,699.674,U144,DPF,699.519226074219,Contact 199,671.248474121094,28.270751953125,,,DPF3,Y,Y,Y,,Nodosauridae,Darren Tanke,1998-08-19,,,1998-08-19,
U145,,,50.7394722103,-111.5040556767,464433,5620975,682.008,U145,DPF,681.606811523438,Contact 176,666.011169433594,15.595642089844,,,DPF2,Y,Y,Y,,Hadrosauridae,Brian Noble,1998-08-19,,,1998-08-19,
U146,,,50.7532505525,-111.4781619049,466270,5622495,671.559,U146,DPF,670.997253417969,Contact 218,665.7163,5.28095341796893,,,DPF1,Y,Y,Y,,Hadrosauridae,Brian Cooley,1998-08-19,,,2000-10-12,
U147,,,50.8090871027,-111.6230618611,456101,5628780,654.239,U147,DPF,NA,Contact 021,649.226989746094,5.01201025390606,,,DPF1,Y,Y,Y,,Hadrosauridae,Brian Cooley,1998-08-20,,,2003-05-22,
U148,,,50.8091135489,-111.6231615652,456094,5628783,654.205,U148,DPF,NA,Contact 021,649.226989746094,4.97801025390606,,,DPF1,Y,Y,Y,,Hadrosauridae,Darren Tanke,1998-08-24,,,2003-05-22,
U149,,,50.7910525854,-111.3590308249,474694,5626651,709.1,U149,DPF,709.351684570312,Contact 076,655.748840332031,53.602844238281,,,DPF5,N,Y,Y,,Ceratopsidae  cf. Styracosaurus,Eva Koppelhus,1998-08-25,,,2000-10-16,
U150,,,50.7891926965,-111.3614141902,474525,5626445,705,U150,DPF,703.205078125,Contact 076,655.748840332031,47.456237792969,,,DPF5,N,Y,Y,,Hadrosauridae,Eva Koppelhus,1998-08-25,,,1998-08-25,
U151,,,50.8453647545,-111.1367279641,490374,5632638,674.856,U151,DPF,NA,NA,NA,NA,,,,N,N,N,,cf. Daspletosaurus,Darren Tanke,1998-08-26,,,1998-08-26,
U152,,,50.755026796,-111.5048039736,464392,5622705,672.31,U152,DPF,672.325805664062,Contact 150,661.480590820312,10.84521484375,,,DPF2,Y,Y,Y,,Hadrosauridae,Steve Hummel (Iowa),1998-08-27,,,2001-10-20,
U154,,,50.7403891875,-111.4872004241,465623,5621069,698.167,U154,DPF,698.190490722656,Contact 201,670.5576,27.632890722656,,,DPF3,Y,Y,Y,,Hadrosauridae,Wayne Grady,1999-07-06,,,2001-07-02,
U155,,,50.7618870283,-111.3821884312,473045,5623416,710.8,U155,DPF,710.476196289062,Contact 157,661.868896484375,48.607299804687,,,DPF5,Y,Y,Y,,Tyrannosauridae,Don Brinkman,1998-06,,,2001-08-02,
U158,,,50.7473881725,-111.5239707567,463034,5621865,660.09,U158,DPF,659.263366699219,Contact 227,666.099060058594,1,,,DPF1,Y,Y,Y,,Hadrosauridae; cranial and postcranial,Mike Getty,1999-07-01,,,2001-10-22,
U159,,,50.7669721135,-111.4101084115,471079,5623992,672.46,U159,DPF,676.941467285156,Contact 162,662.910339355469,14.031127929687,,,DPF1,Y,Y,Y,,Hadrosauridae,P. J. Currie (1984); Allison Fotheringham (1999),1984-08-01,,,1999-08-21,
U160,,,50.762662276,-111.3788626734,473280,5623501,709.79,U160,DPF,709.726379394531,Contact 033,655.827026367188,53.8993530273431,,,DPF5,Y,Y,Y,,Coelurosauria,P. J. Currie,2000-07-24,,,2001-10-21,
U161,,,50.7795791638,-111.3756944396,473513,5625381,667.6,U161,DPF,668.703002929688,Contact 106,658.793518066406,9.90948486328193,,,DPF1,Y,Y,Y,,Hadrosauridae,P. J. Currie,2000-08-06,,,2000-08-06,
U162,,,50.7518068973,-111.4922804627,465273,5622341,662.77,U162,DPF,662.578186035156,Contact 128,660.245727539062,2.33245849609398,,,DPF1,Y,Y,Y,,Coelurosauria,Don Brinkman,2000-07-01,,,2003-05-20,
U163,,,50.8153339153,-111.6031441111,457510,5629463,662.724,U163,DPF,663.062744140625,Contact 021,649.226989746094,13.835754394531,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,2000-08-09,,,2003-05-22,
U164,,,50.7909168658,-111.3592993492,474675,5626636,705.588,U164,DPF,706.256469726562,Contact 076,655.748840332031,50.507629394531,,,DPF5,N,Y,Y,,Hadrosauridae,Darren Tanke,2000-10-16,,,2000-10-16,
U165,,,50.7892739819,-111.3613013204,474533,5626454,708.259,U165,DPF,707.7080078125,Contact 076,655.748840332031,51.959167480469,,,DPF5,N,Y,Y,,Hadrosauridae  juvenile,P. J. Currie,2000-10-16,,,2000-10-16,
U169,,,50.7645812547,-111.4804468696,466117,5623756,662.08,U169,DPF,661.882751464844,Contact 116,659.519714355469,2.363037109375,,,DPF1,Y,Y,Y,,Hadrosauridae legs and feet,Wendy Sloboda,2001-07-26,,,2003-05-20,
U170,,,50.7371135125,-111.5128874624,463808,5620717,687.946,UADHan,DPF,687.857116699219,Contact 155,662.1328,25.724316699219,,,DPF2,Y,Y,Y,,Hadrosauridae leg bones,Hans Larsson,2001-07-08,,,2003-05-23,
U171,,,50.7755037465,-111.5068681521,464262,5624983,671.4,U171,DPF,670.774108886719,Contact 054,654.833251953125,15.940856933594,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,2001-07-27,,,2001-10-24,
U173,,,50.710359115,-111.5579747218,460604,5617765,715.79,U173,DPF,NA,NA,NA,NA,,,DPF5,N,Y,?,,Tyrannosauridae,Cathy Cretin,circa 1997,,,2001-10-20,
U174,,,50.7098325963,-111.5590023825,460531,5617707,713.44,U174,DPF,NA,NA,NA,NA,,,DPF5,N,Y,?,,Hadrosauridae,Don Cretin,circa 1997,,,2001-10-20,
U176,,,50.8136631034,-111.5760819592,459415,5629262,682.81,U176  UADNew,DPF,682.839965820312,Contact 017,648.4369,34.403065820312,,,DPF4,Y,Y,Y,,Hadrosauridae,Darren Tanke,,,,2003-06-27,
U177,,,50.816638704,-111.579922948,459147,5629595,671.23,U177,DPF,670.8681640625,Contact 017,648.4369,22.4312640625,,,DPF3,Y,Y,Y,,Ankylosauridae,Darren Tanke,,,,2001-10-17,
U178,,,50.8184743088,-111.5886904271,458531,5629804,666.785,U178,DPF,667.383850097656,Contact 017,648.4369,18.946950097656,,,DPF2,Y,Y,Y,,Hadrosauridae,Darren Tanke,,,,2003-05-21,
U179,,,50.8155514298,-111.5815561174,459031,5629475,682.81,U179,DPF,682.849975585938,Contact 017,648.4369,34.4130755859379,,,DPF4,Y,Y,Y,,Leidyosuchus,Darren Tanke,,,,2001-10-17,
U180,,,50.7451126961,-111.5681959578,459912,5621635,674.24,U180,DPF,672.280578613281,Contact 099,658.619323730469,13.661254882812,,,DPF2,Y,Y,Y,,Hadrosauridae,Darren Tanke,,,,,
U181,,,50.7424748463,-111.5669451545,459998,5621341,703.7,U181,DPF,703.476867675781,Contact 121,659.810424804688,43.6664428710931,,,DPF5,Y,Y,Y,,Hadrosauridae,Darren Tanke,,,,,
U182,,,50.7446075227,-111.5592179205,460545,5621574,697.61,U182,DPF,697.707092285156,Contact 141,661.349914550781,36.357177734375,,,DPF4,Y,Y,Y,,Hadrosauridae,Darren Tanke,,,,,
U183,,,50.7488859224,-111.487586282,465602,5622014,679.124,UAD EVA,DPF,678.78466796875,Contact 223,663.111,15.67366796875,,,DPF2,Y,Y,Y,,Hadrosauridae,John Walper?,pre-1976,,,2003-05-20,
U184,,,50.7284765242,-111.5605844256,460435,5619781,693.178,U184,DPF,692.929992675781,Contact 190,668.9937,23.936292675781,,,DPF3,Y,Y,Y,,Hadrosauridae,Demchig Badamgarav,2002-05-18,,,2002-05-18,
